Age,AgeGroup,Gender,MaritalStatus,SmokerStatus,LifeStyle,LanguageSpoken,HighestEducation,Race,Nationality,MalaysiaPR,MovingToNewCompany,Occupation,Telco,HomeAddress,ResidentialType,NoOfDependent,FamilyExpenses(month),AnnualSalary,Saving(month),Customer_Needs_1,Customer_Needs_2,PurchasedPlan1,Transport,PurchasedPlan2,MedicalComplication
35,27-35,female,married,sometimes,home,malay,Bachelor,indian,unknown,yes,no,privateEemployee,digi,unknown,condominium,2,9902.0,143599.0,2064.583333333334,PersonalSaving,KidSaving,HomeSafe,publicTransport,XEdu,no
41,36-44,female,unknown,frequent,home,malay,Bachelor,others,Malaysian,no,yes,selfEmployed,digi,east_mal,terrace,2,4390.0,152991.0,8359.25,PersonalMedical,KidMedical,COVIDFree,publicTransport,KidsFlyUp,yes
44,36-44,female,single,unknown,home,malay,Master,others,unknown,no,no,govServant,celcom,east_mal,terrace,2,8082.0,104632.0,637.3333333333339,PersonalMedical,KidEducation,COVIDFree,driving,XEdu,yes
44,36-44,female,unknown,frequent,home,malay,Diploma,chinese,others,yes,no,unknown,digi,central_mal,terrace,2,7180.0,104434.0,1522.833333333334,PersonalSaving,KidEducation,HomeSafe,driving,KidsFlyUp,no
19,18-26,female,married,frequent,home,english,Bachelor,malay,Malaysian,no,yes,govServant,celcom,central_mal,flat,2,2522.0,84150.0,4490.5,PersonalMedical,KidSaving,SchoolAgain,driving,XEdu,no
21,18-26,male,married,once_in_a_while,home,malay,PhD,others,others,yes,no,employer,maxis,north_mal,flat,2,5100.0,193073.0,10989.416666666666,PersonalRetirement,KidMedical,SchoolAgain,publicTransport,KidsFlyUp,yes
42,36-44,female,unknown,frequent,pub_goer,english,Master,chinese,unknown,yes,yes,privateEemployee,umobile,south_mal,terrace,2,8235.0,97705.0,-92.91666666666697,PersonalMedical,KidSaving,SchoolAgain,driving,XEdu,no
24,18-26,male,married,sometimes,home,malay,Bachelor,others,Malaysian,yes,yes,govServant,umobile,south_mal,terrace,2,2910.0,101141.0,5518.416666666666,PersonalMedical,KidSaving,SchoolAgain,driving,XEdu,yes
30,27-35,female,married,sometimes,pub_goer,english,PhD,indian,Malaysian,yes,no,selfEmployed,digi,north_mal,condominium,3,6590.0,166134.0,7254.5,PersonalMedical,KidEducation,SchoolAgain,driving,XEdu,no
33,27-35,female,single,frequent,home,english,Diploma,indian,Malaysian,yes,no,unknown,digi,unknown,terrace,2,7087.0,91744.0,558.333333333333,PersonalSaving,KidEducation,SchoolAgain,driving,NoMoneyDown,yes
34,27-35,female,unknown,once_in_a_while,home,malay,Master,others,unknown,no,no,employer,digi,central_mal,flat,2,3017.0,106776.0,5881.0,PersonalMedical,KidSaving,SchoolAgain,driving,XEdu,no
32,27-35,male,married,frequent,outdoor,english,Bachelor,malay,others,yes,no,selfEmployed,digi,unknown,terrace,2,9712.0,58419.0,-4843.75,PersonalMedical,KidMedical,COVIDFree,driving,KidsFlyUp,yes
26,18-26,male,unknown,frequent,pub_goer,malay,Bachelor,indian,Malaysian,yes,yes,unknown,celcom,unknown,condominium,2,7226.0,119502.0,2732.5,PersonalMedical,KidMedical,COVIDFree,driving,KidsFlyUp,yes
37,36-44,male,unknown,unknown,home,malay,Bachelor,indian,unknown,no,no,govServant,umobile,central_mal,bungalow,3,4661.0,134021.0,6507.416666666666,PersonalSaving,KidEducation,SchoolAgain,driving,NoMoneyDown,no
40,36-44,male,single,once_in_a_while,outdoor,english,Bachelor,chinese,Malaysian,no,no,govServant,celcom,east_mal,flat,3,2762.0,100111.0,5580.583333333334,PersonalMedical,KidEducation,HomeSafe,driving,XEdu,yes
33,27-35,female,single,frequent,home,mandarin,Master,malay,others,yes,no,unknown,maxis,central_mal,flat,2,6220.0,121915.0,3939.583333333334,PersonalSaving,KidEducation,SchoolAgain,driving,NoMoneyDown,yes
20,18-26,male,single,unknown,home,malay,Diploma,indian,others,yes,no,privateEemployee,celcom,north_mal,flat,2,6373.0,177366.0,8407.5,PersonalRetirement,KidEducation,SchoolAgain,driving,XEdu,no
37,36-44,male,single,sometimes,home,malay,PhD,chinese,Malaysian,yes,yes,govServant,maxis,east_mal,flat,2,5121.0,78008.0,1379.666666666667,PersonalMedical,KidEducation,COVIDFree,publicTransport,NoMoneyDown,yes
42,36-44,female,single,once_in_a_while,pub_goer,malay,Bachelor,unknown,unknown,no,yes,privateEemployee,celcom,central_mal,condominium,2,8175.0,177362.0,6605.166666666666,PersonalSaving,KidSaving,SchoolAgain,driving,NoMoneyDown,yes
31,27-35,male,married,frequent,pub_goer,mandarin,Bachelor,unknown,others,yes,no,privateEemployee,umobile,central_mal,terrace,2,6912.0,64035.0,-1575.75,PersonalRetirement,KidEducation,SchoolAgain,publicTransport,XEdu,yes
34,27-35,male,single,frequent,pub_goer,malay,Diploma,chinese,Malaysian,yes,no,govServant,celcom,unknown,terrace,3,3809.0,171654.0,10495.5,PersonalMedical,KidMedical,SchoolAgain,driving,XEdu,yes
34,27-35,male,unknown,unknown,home,english,Bachelor,malay,others,yes,no,unknown,maxis,central_mal,flat,3,7918.0,99664.0,387.33333333333394,PersonalMedical,KidEducation,COVIDFree,driving,XEdu,yes
41,36-44,male,married,frequent,pub_goer,malay,Bachelor,chinese,Malaysian,no,yes,selfEmployed,maxis,south_mal,flat,2,3001.0,94437.0,4868.75,PersonalRetirement,KidEducation,HomeSafe,publicTransport,KidsFlyUp,yes
32,27-35,male,married,frequent,home,english,Master,malay,Malaysian,yes,no,unknown,digi,central_mal,terrace,3,9361.0,95645.0,-1390.583333333333,PersonalMedical,KidEducation,HomeSafe,driving,NoMoneyDown,yes
32,27-35,male,married,sometimes,outdoor,malay,Bachelor,indian,Malaysian,yes,no,privateEemployee,maxis,east_mal,bungalow,2,7537.0,172462.0,6834.833333333334,PersonalRetirement,KidMedical,SchoolAgain,driving,XEdu,no
32,27-35,female,unknown,frequent,outdoor,malay,Diploma,indian,Malaysian,no,no,unknown,digi,east_mal,terrace,3,4921.0,117663.0,4884.25,PersonalMedical,KidMedical,HomeSafe,driving,XEdu,yes
25,18-26,female,single,frequent,home,malay,Bachelor,malay,unknown,yes,no,privateEemployee,celcom,south_mal,terrace,2,7377.0,93191.0,388.91666666666697,PersonalSaving,KidSaving,SchoolAgain,publicTransport,NoMoneyDown,yes
27,27-35,male,unknown,frequent,pub_goer,malay,Master,chinese,Malaysian,yes,no,selfEmployed,umobile,central_mal,bungalow,2,3561.0,192383.0,12470.916666666666,PersonalRetirement,KidSaving,COVIDFree,driving,XEdu,no
24,18-26,male,unknown,unknown,pub_goer,malay,Bachelor,chinese,unknown,yes,yes,unknown,digi,central_mal,bungalow,3,3527.0,59201.0,1406.416666666667,PersonalRetirement,KidMedical,COVIDFree,publicTransport,KidsFlyUp,no
27,27-35,female,single,frequent,home,malay,Bachelor,malay,Malaysian,yes,no,unknown,umobile,east_mal,flat,2,7054.0,157407.0,6063.25,PersonalMedical,KidMedical,SchoolAgain,driving,KidsFlyUp,yes
32,27-35,male,married,sometimes,outdoor,mandarin,Bachelor,unknown,unknown,yes,yes,privateEemployee,umobile,north_mal,terrace,3,10322.0,117663.0,-516.75,PersonalRetirement,KidEducation,HomeSafe,publicTransport,KidsFlyUp,yes
38,36-44,female,married,frequent,pub_goer,english,Diploma,indian,Malaysian,no,yes,govServant,digi,unknown,bungalow,2,9932.0,129630.0,870.5,PersonalSaving,KidEducation,HomeSafe,driving,XEdu,no
25,18-26,male,married,frequent,home,malay,PhD,others,Malaysian,yes,no,unknown,maxis,north_mal,flat,3,10218.0,166134.0,3626.5,PersonalMedical,KidEducation,SchoolAgain,driving,KidsFlyUp,no
41,36-44,female,single,unknown,home,english,Bachelor,chinese,unknown,no,no,selfEmployed,celcom,north_mal,condominium,2,4162.0,100793.0,4237.416666666666,PersonalMedical,KidEducation,COVIDFree,driving,KidsFlyUp,no
31,27-35,male,married,unknown,outdoor,malay,Bachelor,others,Malaysian,yes,yes,employer,digi,central_mal,condominium,2,7691.0,183318.0,7585.5,PersonalRetirement,KidEducation,SchoolAgain,driving,NoMoneyDown,yes
18,18-26,female,unknown,once_in_a_while,pub_goer,malay,Bachelor,malay,Malaysian,yes,no,unknown,umobile,central_mal,terrace,2,7487.0,169109.0,6605.416666666666,PersonalRetirement,KidEducation,COVIDFree,driving,KidsFlyUp,no
19,18-26,male,married,frequent,home,mandarin,Master,chinese,unknown,yes,yes,employer,celcom,south_mal,condominium,2,7316.0,138320.0,4210.666666666666,PersonalMedical,KidSaving,SchoolAgain,driving,XEdu,yes
26,18-26,female,married,once_in_a_while,pub_goer,mandarin,Diploma,others,others,no,no,employer,celcom,unknown,terrace,2,7925.0,113710.0,1550.833333333334,PersonalRetirement,KidMedical,HomeSafe,driving,NoMoneyDown,no
34,27-35,male,married,sometimes,home,malay,Bachelor,indian,Malaysian,yes,no,unknown,digi,central_mal,flat,3,7961.0,48127.0,-3950.4166666666665,PersonalMedical,KidEducation,COVIDFree,publicTransport,NoMoneyDown,yes
33,27-35,male,single,sometimes,home,english,Bachelor,chinese,Malaysian,yes,yes,selfEmployed,digi,east_mal,condominium,2,7087.0,170748.0,7142.0,PersonalSaving,KidSaving,SchoolAgain,driving,XEdu,yes
25,18-26,female,single,once_in_a_while,home,malay,Bachelor,unknown,unknown,yes,no,govServant,celcom,south_mal,bungalow,2,6821.0,64516.0,-1444.666666666667,PersonalSaving,KidEducation,SchoolAgain,driving,XEdu,yes
25,18-26,female,unknown,once_in_a_while,pub_goer,english,Bachelor,chinese,Malaysian,yes,yes,govServant,umobile,unknown,terrace,2,8267.0,178275.0,6589.25,PersonalMedical,KidEducation,COVIDFree,driving,KidsFlyUp,yes
33,27-35,female,unknown,frequent,outdoor,mandarin,Bachelor,chinese,unknown,yes,no,employer,maxis,central_mal,bungalow,2,4682.0,53348.0,-236.33333333333303,PersonalSaving,KidMedical,HomeSafe,driving,XEdu,no
24,18-26,female,married,unknown,outdoor,malay,Bachelor,malay,Malaysian,yes,no,govServant,celcom,unknown,terrace,2,3689.0,89255.0,3748.916666666667,PersonalMedical,KidEducation,COVIDFree,driving,XEdu,yes
22,18-26,female,single,once_in_a_while,pub_goer,english,Diploma,malay,unknown,yes,yes,selfEmployed,digi,north_mal,bungalow,2,6821.0,65853.0,-1333.25,PersonalMedical,KidEducation,SchoolAgain,driving,XEdu,yes
23,18-26,male,married,unknown,outdoor,malay,Diploma,malay,Malaysian,yes,yes,privateEemployee,umobile,east_mal,terrace,3,4427.0,98919.0,3816.25,PersonalSaving,KidMedical,SchoolAgain,publicTransport,NoMoneyDown,yes
23,18-26,female,unknown,once_in_a_while,home,english,Bachelor,unknown,unknown,yes,yes,privateEemployee,maxis,central_mal,flat,2,7369.0,148171.0,4978.583333333334,PersonalRetirement,KidEducation,SchoolAgain,publicTransport,KidsFlyUp,yes
25,18-26,male,single,sometimes,home,mandarin,Bachelor,unknown,others,yes,yes,employer,umobile,east_mal,condominium,2,3335.0,73166.0,2762.166666666667,PersonalRetirement,KidEducation,HomeSafe,driving,XEdu,no
29,27-35,male,single,frequent,home,english,Bachelor,others,others,yes,yes,privateEemployee,celcom,south_mal,condominium,2,2611.0,184267.0,12744.583333333334,PersonalRetirement,KidEducation,SchoolAgain,publicTransport,XEdu,yes
23,18-26,female,single,frequent,pub_goer,malay,Bachelor,indian,Malaysian,yes,no,unknown,maxis,east_mal,terrace,3,5844.0,166134.0,8000.5,PersonalMedical,KidSaving,COVIDFree,driving,XEdu,yes
29,27-35,male,single,frequent,pub_goer,english,PhD,chinese,unknown,yes,no,unknown,digi,central_mal,condominium,3,4606.0,69888.0,1218.0,PersonalSaving,KidSaving,SchoolAgain,publicTransport,XEdu,yes
42,36-44,female,single,sometimes,pub_goer,english,Bachelor,others,Malaysian,yes,no,privateEemployee,maxis,unknown,condominium,3,4661.0,119071.0,5261.583333333334,PersonalRetirement,KidEducation,HomeSafe,driving,NoMoneyDown,yes
32,27-35,male,unknown,unknown,home,malay,PhD,malay,Malaysian,yes,yes,privateEemployee,maxis,central_mal,condominium,2,4715.0,139923.0,6945.25,PersonalRetirement,KidMedical,COVIDFree,driving,XEdu,yes
33,27-35,female,married,frequent,home,malay,Bachelor,indian,others,yes,yes,unknown,umobile,unknown,flat,2,9399.0,123158.0,864.1666666666661,PersonalSaving,KidEducation,SchoolAgain,driving,KidsFlyUp,yes
21,18-26,male,married,sometimes,outdoor,mandarin,Bachelor,others,unknown,yes,yes,unknown,maxis,south_mal,flat,3,8672.0,108859.0,399.58333333333394,PersonalRetirement,KidMedical,SchoolAgain,driving,NoMoneyDown,yes
19,18-26,male,married,frequent,home,mandarin,Bachelor,unknown,Malaysian,no,no,employer,umobile,south_mal,flat,2,8859.0,198479.0,7680.916666666668,PersonalRetirement,KidEducation,SchoolAgain,publicTransport,NoMoneyDown,no
22,18-26,female,single,sometimes,pub_goer,malay,Diploma,chinese,others,no,yes,employer,maxis,south_mal,flat,3,8791.0,131336.0,2153.666666666666,PersonalRetirement,KidEducation,COVIDFree,driving,XEdu,no
32,27-35,male,single,unknown,home,malay,Bachelor,unknown,Malaysian,no,no,privateEemployee,umobile,central_mal,condominium,3,5030.0,69587.0,768.916666666667,PersonalSaving,KidEducation,SchoolAgain,driving,XEdu,yes
27,27-35,male,unknown,sometimes,pub_goer,mandarin,Bachelor,others,unknown,yes,yes,unknown,digi,east_mal,terrace,3,8524.0,118419.0,1344.25,PersonalRetirement,KidMedical,SchoolAgain,driving,KidsFlyUp,no
21,18-26,male,single,sometimes,pub_goer,english,Bachelor,malay,Malaysian,yes,yes,govServant,celcom,central_mal,flat,2,8035.0,159549.0,5260.75,PersonalMedical,KidEducation,SchoolAgain,driving,NoMoneyDown,yes
32,27-35,female,single,sometimes,outdoor,mandarin,Diploma,others,unknown,yes,no,selfEmployed,umobile,central_mal,terrace,3,5074.0,117663.0,4731.25,PersonalMedical,KidEducation,SchoolAgain,driving,NoMoneyDown,yes
36,36-44,male,married,sometimes,outdoor,mandarin,Bachelor,unknown,others,yes,yes,unknown,celcom,south_mal,terrace,2,6595.0,129601.0,4205.083333333334,PersonalMedical,KidMedical,COVIDFree,publicTransport,NoMoneyDown,no
27,27-35,male,single,sometimes,home,malay,Bachelor,malay,others,no,yes,govServant,umobile,central_mal,terrace,3,5064.0,186504.0,10478.0,PersonalSaving,KidSaving,HomeSafe,publicTransport,XEdu,yes
25,18-26,female,single,sometimes,pub_goer,english,Bachelor,unknown,others,yes,yes,privateEemployee,umobile,east_mal,terrace,2,3402.0,88792.0,3997.333333333333,PersonalRetirement,KidMedical,SchoolAgain,driving,NoMoneyDown,yes
39,36-44,female,married,once_in_a_while,home,english,Bachelor,malay,Malaysian,yes,no,selfEmployed,digi,central_mal,flat,3,10367.0,101041.0,-1946.916666666666,PersonalMedical,KidMedical,SchoolAgain,publicTransport,NoMoneyDown,no
22,18-26,male,single,frequent,outdoor,mandarin,Bachelor,unknown,Malaysian,yes,no,privateEemployee,celcom,central_mal,terrace,3,5077.0,137391.0,6372.25,PersonalSaving,KidSaving,COVIDFree,publicTransport,NoMoneyDown,no
31,27-35,female,single,once_in_a_while,home,malay,Bachelor,indian,Malaysian,yes,yes,govServant,maxis,east_mal,terrace,3,5856.0,173279.0,8583.916666666666,PersonalMedical,KidSaving,SchoolAgain,publicTransport,KidsFlyUp,yes
20,18-26,male,unknown,sometimes,pub_goer,malay,Bachelor,malay,Malaysian,yes,yes,privateEemployee,digi,east_mal,terrace,3,4388.0,134236.0,6798.333333333334,PersonalRetirement,KidSaving,SchoolAgain,driving,NoMoneyDown,yes
40,36-44,female,married,sometimes,home,english,Bachelor,malay,unknown,yes,yes,unknown,celcom,south_mal,terrace,2,6140.0,61838.0,-986.833333333333,PersonalRetirement,KidMedical,HomeSafe,driving,NoMoneyDown,no
18,18-26,female,single,sometimes,pub_goer,english,Diploma,chinese,others,no,yes,privateEemployee,digi,north_mal,terrace,3,3655.0,117601.0,6145.083333333334,PersonalRetirement,KidSaving,HomeSafe,driving,KidsFlyUp,no
38,36-44,female,unknown,unknown,pub_goer,mandarin,Bachelor,malay,unknown,yes,no,employer,maxis,south_mal,flat,3,4253.0,133485.0,6870.75,PersonalSaving,KidMedical,COVIDFree,driving,NoMoneyDown,yes
28,27-35,female,unknown,frequent,home,malay,Master,chinese,Malaysian,yes,yes,unknown,umobile,central_mal,flat,3,4108.0,72624.0,1944.0,PersonalRetirement,KidMedical,SchoolAgain,driving,KidsFlyUp,yes
33,27-35,female,unknown,once_in_a_while,outdoor,english,Bachelor,malay,unknown,yes,yes,privateEemployee,umobile,north_mal,flat,3,7105.0,126215.0,3412.916666666666,PersonalMedical,KidEducation,COVIDFree,driving,KidsFlyUp,yes
31,27-35,male,unknown,sometimes,home,mandarin,Bachelor,unknown,unknown,yes,yes,unknown,celcom,central_mal,flat,3,8145.0,182143.0,7033.583333333334,PersonalRetirement,KidEducation,SchoolAgain,driving,NoMoneyDown,no
24,18-26,female,unknown,sometimes,home,mandarin,Diploma,others,Malaysian,yes,no,govServant,celcom,south_mal,flat,2,6000.0,195473.0,10289.416666666666,PersonalMedical,KidEducation,HomeSafe,driving,XEdu,no
24,18-26,female,married,sometimes,home,malay,Bachelor,chinese,unknown,yes,yes,govServant,digi,north_mal,flat,3,3964.0,73953.0,2198.75,PersonalMedical,KidMedical,SchoolAgain,publicTransport,KidsFlyUp,no
32,27-35,female,married,frequent,pub_goer,mandarin,Diploma,unknown,Malaysian,yes,yes,employer,maxis,south_mal,condominium,3,7191.0,117663.0,2614.25,PersonalRetirement,KidEducation,SchoolAgain,driving,KidsFlyUp,yes
23,18-26,male,single,frequent,outdoor,english,Master,chinese,Malaysian,no,no,unknown,umobile,central_mal,terrace,3,6063.0,165083.0,7693.916666666666,PersonalSaving,KidMedical,COVIDFree,driving,KidsFlyUp,yes
33,27-35,female,single,frequent,outdoor,english,Master,malay,unknown,yes,yes,govServant,umobile,north_mal,flat,3,3502.0,141127.0,8258.583333333334,PersonalMedical,KidMedical,SchoolAgain,publicTransport,XEdu,no
32,27-35,female,married,sometimes,pub_goer,english,Bachelor,chinese,Malaysian,yes,no,selfEmployed,digi,central_mal,bungalow,2,6897.0,99576.0,1401.0,PersonalSaving,KidSaving,SchoolAgain,driving,NoMoneyDown,no
24,18-26,male,unknown,sometimes,home,malay,Bachelor,indian,Malaysian,yes,no,privateEemployee,umobile,south_mal,flat,2,3628.0,74541.0,2583.75,PersonalSaving,KidEducation,SchoolAgain,driving,NoMoneyDown,yes
34,27-35,male,married,sometimes,home,english,Bachelor,malay,Malaysian,yes,yes,govServant,maxis,unknown,terrace,3,7148.0,58303.0,-2289.416666666667,PersonalMedical,KidEducation,SchoolAgain,driving,KidsFlyUp,yes
28,27-35,male,married,unknown,home,english,Bachelor,unknown,unknown,yes,no,govServant,digi,north_mal,flat,2,2605.0,118940.0,7306.666666666666,PersonalRetirement,KidEducation,SchoolAgain,driving,XEdu,no
31,27-35,male,married,frequent,home,english,Bachelor,unknown,Malaysian,yes,no,unknown,maxis,unknown,bungalow,2,3000.0,113265.0,6438.75,PersonalRetirement,KidMedical,HomeSafe,driving,XEdu,yes
32,27-35,male,unknown,once_in_a_while,pub_goer,english,Master,indian,others,no,yes,employer,celcom,north_mal,terrace,2,6821.0,193484.0,9302.666666666666,PersonalRetirement,KidMedical,HomeSafe,publicTransport,NoMoneyDown,no
24,18-26,male,single,sometimes,pub_goer,mandarin,Diploma,unknown,unknown,yes,yes,govServant,digi,north_mal,terrace,2,7068.0,145542.0,5060.5,PersonalRetirement,KidEducation,SchoolAgain,publicTransport,NoMoneyDown,yes
21,18-26,female,single,frequent,home,malay,Bachelor,unknown,Malaysian,yes,yes,unknown,celcom,north_mal,bungalow,3,4110.0,66011.0,1390.916666666667,PersonalMedical,KidSaving,SchoolAgain,driving,KidsFlyUp,yes
19,18-26,male,married,unknown,outdoor,english,Bachelor,malay,Malaysian,yes,yes,employer,maxis,central_mal,terrace,3,3527.0,69324.0,2250.0,PersonalMedical,KidEducation,HomeSafe,driving,KidsFlyUp,yes
24,18-26,male,single,frequent,pub_goer,mandarin,Bachelor,malay,unknown,yes,yes,privateEemployee,umobile,central_mal,condominium,2,3296.0,63558.0,2000.5,PersonalMedical,KidMedical,SchoolAgain,publicTransport,XEdu,yes
32,27-35,male,married,sometimes,home,english,Bachelor,unknown,unknown,no,yes,employer,umobile,east_mal,condominium,3,5223.0,93650.0,2581.166666666667,PersonalSaving,KidMedical,HomeSafe,publicTransport,KidsFlyUp,yes
23,18-26,male,single,unknown,home,mandarin,Bachelor,unknown,Malaysian,yes,no,unknown,digi,central_mal,terrace,2,7555.0,114485.0,1985.416666666666,PersonalRetirement,KidEducation,SchoolAgain,driving,XEdu,no
29,27-35,male,single,unknown,pub_goer,malay,Bachelor,malay,others,yes,no,privateEemployee,digi,central_mal,bungalow,2,4509.0,118085.0,5331.416666666666,PersonalMedical,KidSaving,SchoolAgain,publicTransport,XEdu,yes
43,36-44,female,single,frequent,home,english,Bachelor,chinese,others,yes,no,selfEmployed,umobile,central_mal,terrace,3,6727.0,181761.0,8419.75,PersonalMedical,KidMedical,SchoolAgain,driving,XEdu,no
33,27-35,male,married,sometimes,pub_goer,english,Bachelor,others,Malaysian,yes,yes,employer,maxis,central_mal,condominium,3,3502.0,59539.0,1459.583333333333,PersonalMedical,KidEducation,SchoolAgain,driving,KidsFlyUp,no
32,27-35,male,single,once_in_a_while,pub_goer,malay,Master,malay,Malaysian,no,yes,govServant,celcom,north_mal,terrace,3,4377.0,117663.0,5428.25,PersonalRetirement,KidEducation,HomeSafe,driving,NoMoneyDown,yes
42,36-44,male,married,once_in_a_while,home,mandarin,Diploma,others,Malaysian,yes,yes,govServant,maxis,east_mal,terrace,2,6821.0,87648.0,483.0,PersonalSaving,KidMedical,COVIDFree,publicTransport,XEdu,no
36,36-44,female,married,frequent,home,malay,Bachelor,others,Malaysian,yes,yes,privateEemployee,maxis,central_mal,flat,2,4037.0,66996.0,1546.0,PersonalMedical,KidMedical,COVIDFree,driving,KidsFlyUp,yes
32,27-35,female,married,unknown,home,english,Master,malay,others,yes,no,selfEmployed,umobile,north_mal,flat,2,10003.0,113792.0,-520.3333333333339,PersonalSaving,KidMedical,COVIDFree,driving,XEdu,no
27,27-35,male,single,frequent,pub_goer,malay,Master,chinese,unknown,yes,yes,unknown,digi,north_mal,bungalow,2,8548.0,97289.0,-440.58333333333303,PersonalMedical,KidMedical,COVIDFree,publicTransport,NoMoneyDown,yes
38,36-44,female,unknown,sometimes,home,malay,Diploma,unknown,unknown,yes,no,govServant,maxis,north_mal,terrace,2,5717.0,84607.0,1333.583333333333,PersonalSaving,KidEducation,SchoolAgain,publicTransport,XEdu,yes
28,27-35,male,unknown,frequent,home,malay,Diploma,malay,Malaysian,yes,no,privateEemployee,maxis,central_mal,flat,2,6740.0,173189.0,7692.416666666666,PersonalSaving,KidMedical,SchoolAgain,driving,XEdu,yes
24,18-26,male,single,once_in_a_while,pub_goer,english,Bachelor,chinese,Malaysian,yes,yes,govServant,umobile,unknown,terrace,3,7523.0,51782.0,-3207.833333333333,PersonalSaving,KidMedical,SchoolAgain,driving,KidsFlyUp,yes
31,27-35,female,single,frequent,home,english,Bachelor,unknown,unknown,no,yes,unknown,digi,central_mal,condominium,3,4755.0,60828.0,314.0,PersonalMedical,KidEducation,SchoolAgain,driving,KidsFlyUp,yes
38,36-44,female,married,unknown,pub_goer,malay,Diploma,chinese,Malaysian,yes,no,employer,digi,east_mal,flat,3,3382.0,196035.0,12954.25,PersonalRetirement,KidEducation,SchoolAgain,driving,NoMoneyDown,yes
39,36-44,female,married,sometimes,pub_goer,english,Bachelor,indian,Malaysian,yes,yes,privateEemployee,digi,east_mal,flat,3,5484.0,100216.0,2867.333333333334,PersonalMedical,KidMedical,HomeSafe,driving,NoMoneyDown,yes
20,18-26,male,married,frequent,pub_goer,mandarin,Diploma,others,Malaysian,yes,yes,privateEemployee,maxis,central_mal,condominium,3,3612.0,60748.0,1450.333333333333,PersonalMedical,KidSaving,SchoolAgain,driving,XEdu,yes
33,27-35,male,unknown,frequent,home,mandarin,Bachelor,unknown,Malaysian,yes,yes,govServant,umobile,south_mal,flat,3,3502.0,190707.0,12390.25,PersonalSaving,KidSaving,COVIDFree,publicTransport,NoMoneyDown,yes
37,36-44,male,single,sometimes,outdoor,english,Bachelor,unknown,Malaysian,no,no,unknown,maxis,central_mal,terrace,3,4484.0,166134.0,9360.5,PersonalMedical,KidEducation,SchoolAgain,driving,KidsFlyUp,no
34,27-35,male,single,sometimes,home,english,Bachelor,malay,unknown,yes,yes,privateEemployee,maxis,east_mal,flat,3,8065.0,59421.0,-3113.25,PersonalSaving,KidEducation,HomeSafe,driving,KidsFlyUp,yes
44,36-44,female,married,unknown,home,mandarin,Bachelor,unknown,unknown,yes,no,privateEemployee,maxis,central_mal,terrace,3,10373.0,50169.0,-6192.25,PersonalRetirement,KidEducation,HomeSafe,driving,XEdu,yes
27,27-35,male,unknown,sometimes,pub_goer,english,Diploma,indian,Malaysian,yes,yes,privateEemployee,maxis,north_mal,condominium,2,9556.0,122309.0,636.4166666666661,PersonalMedical,KidMedical,SchoolAgain,driving,NoMoneyDown,yes
32,27-35,female,married,frequent,pub_goer,english,Bachelor,malay,others,yes,no,govServant,umobile,east_mal,condominium,3,3951.0,95692.0,4023.333333333333,PersonalMedical,KidMedical,SchoolAgain,publicTransport,KidsFlyUp,yes
35,27-35,male,single,once_in_a_while,outdoor,mandarin,Bachelor,unknown,Malaysian,yes,yes,govServant,maxis,central_mal,bungalow,2,7613.0,143183.0,4318.916666666666,PersonalSaving,KidEducation,SchoolAgain,driving,XEdu,yes
34,27-35,female,single,frequent,pub_goer,english,Bachelor,chinese,Malaysian,no,no,govServant,maxis,unknown,flat,3,4384.0,76952.0,2028.666666666667,PersonalMedical,KidMedical,SchoolAgain,driving,XEdu,no
42,36-44,female,single,sometimes,pub_goer,english,Master,unknown,Malaysian,yes,no,privateEemployee,maxis,central_mal,terrace,3,6189.0,166134.0,7655.5,PersonalMedical,KidEducation,HomeSafe,driving,XEdu,yes
19,18-26,female,married,sometimes,outdoor,english,Bachelor,malay,unknown,yes,no,privateEemployee,digi,east_mal,condominium,3,8080.0,166134.0,5764.5,PersonalRetirement,KidEducation,SchoolAgain,publicTransport,KidsFlyUp,yes
26,18-26,male,unknown,frequent,home,malay,Bachelor,chinese,Malaysian,yes,no,privateEemployee,celcom,central_mal,flat,3,9036.0,166134.0,4808.5,PersonalMedical,KidMedical,SchoolAgain,publicTransport,XEdu,yes
27,27-35,female,unknown,unknown,pub_goer,mandarin,Bachelor,malay,Malaysian,yes,no,privateEemployee,celcom,central_mal,flat,3,3527.0,109635.0,5609.25,PersonalSaving,KidEducation,HomeSafe,driving,KidsFlyUp,yes
21,18-26,female,married,frequent,pub_goer,malay,Master,others,unknown,yes,no,unknown,umobile,central_mal,condominium,3,3995.0,113086.0,5428.833333333334,PersonalRetirement,KidEducation,SchoolAgain,driving,XEdu,yes
41,36-44,male,single,frequent,pub_goer,malay,Bachelor,indian,Malaysian,yes,yes,unknown,maxis,unknown,condominium,3,3527.0,96264.0,4495.0,PersonalMedical,KidEducation,SchoolAgain,driving,NoMoneyDown,no
42,36-44,female,single,frequent,home,english,Bachelor,malay,Malaysian,no,no,unknown,digi,east_mal,terrace,2,6821.0,106401.0,2045.75,PersonalMedical,KidEducation,HomeSafe,driving,NoMoneyDown,yes
28,27-35,female,single,unknown,home,english,Bachelor,indian,Malaysian,no,yes,unknown,maxis,east_mal,terrace,3,8053.0,166134.0,5791.5,PersonalRetirement,KidMedical,SchoolAgain,driving,XEdu,no
